1168,[391 1285 5559 9084 10067 10308 11314],[1.3495163e-06 8.6883765e-06 0.9984952 0.0013677987 1.9379013e-06 9.413944e-06 0.000115665636]
1169,[392 565 1600 2873 4221 5440 7846 9773 10978],[0.00013154882 3.2995024e-05 0.0003707962 0.12941751 0.005351856 0.3791818 0.04257674 0.42173925 0.021197462]
1170,[392 10474],[0.00354415 0.99645585]
1171,[392 999 1751 3733 4649 5938 6252 6582 7242 10384 11151 11811 12017 12208],[4.210538e-06 2.0551536e-07 0.0070749302 6.110947e-05 0.05612057 0.629111 0.30728042 4.3251563e-05 8.3384366e-05 2.4780206e-06 0.00019027296 1.9617595e-05 7.0433125e-06 1.5751046e-06]
1172,[393 1253 1297 1839 3089 3935 4518 4687 6504 10405 11210 11223],[3.033646e-07 0.0002715017 9.4716006e-07 2.2998282e-05 2.9090887e-05 0.0009048908 0.0077452133 0.9904783 0.0004357364 7.211959e-05 5.3541135e-07 3.8391732e-05]
1173,[393 418 478 992 1995 3926 4168 4678 10672 11072],[0.0002905579 0.00012731808 0.000108705855 3.3686406e-06 0.050094243 0.29360944 0.060842667 0.07524146 0.0068488372 0.5128334]
1174,[393 5398 8150],[2.176196e-05 0.006829933 0.99314827]
1175,[394 3760 3787 4904 5150 7981 8197 12236],[0.00010411027 0.00012645972 0.0020674749 0.005935777 0.0017640517 0.9899677 6.927138e-06 2.745878e-05]
1176,[394 1817 5310 11907],[1.893093e-05 1.5970589e-06 0.9999776 1.8680078e-06]
1177,[394 597 5079],[0.004947043 0.0072597777 0.98779315]
1178,[395 580 1358 1557 1606 1643 1658 1735 1811 1875 2200 3202 4362 5788 6425 7307 11754],[1.2295599e-10 8.234275e-11 2.343511e-08 5.60206e-09 5.1487836e-10 6.194148e-11 3.205001e-09 9.1366525e-07 3.9845307e-08 6.4071753e-07 7.684879e-07 4.1575592e-07 0.0002574236 0.99960357 2.365099e-06 0.00013389777 7.7733e-09]
1179,[395 1641 5211 10741],[0.16933726 0.69803244 0.11629852 0.016331853]
1180,[395 580 1606],[0.005974124 0.00039159184 0.9936342]
1181,[395 1641 6505 10504 10775],[5.4750394e-06 1.9000358e-06 0.9998241 0.00016711198 1.4697007e-06]
1182,[396 421 438 483 519 899 2459 2719 3289 3781 4095 4248 4563 4851 4862 6145 6426 6926 8513 9259 9957 10704 10821 11260 11295 11344 11668 11676 12071],[5.02303e-07 7.215976e-06 1.1202984e-06 8.062369e-05 5.0235377e-07 6.003031e-07 7.1872205e-06 3.7647962e-05 0.002059452 1.7168328e-05 0.0010505634 0.0034900925 0.011314135 0.022793906 0.00082306424 0.053255707 0.88190657 0.00026192772 0.00010892459 0.0053604417 0.008397309 3.4195567e-05 0.00045239102 2.0140302e-05 1.6375121e-05 0.008467134 1.4425672e-05 1.3769497e-05 6.9388684e-06]
1183,[396 549 733 3091 3345 3600 7845 7972 8092 9509 10171],[5.530407e-09 2.1633358e-07 4.214108e-08 0.99937445 0.00018814336 1.4772887e-05 1.9262094e-05 0.00026248326 0.00012568504 4.68337e-07 1.4511199e-05]
1184,[397 2107],[0.0003961216 0.9996039]
1185,[397 885 1787 2385 4003 4126 5159 5195 7278 10981 11248 11780 12354],[1.0866288e-05 9.889736e-06 0.014905775 2.8088034e-05 0.016905105 0.05355397 1.3879929e-05 0.00014265205 0.91191334 0.0016651571 0.0003251252 0.0004964906 2.9630091e-05]
1186,[398 1726 3874 4991 5116 5687 6570 7037 7726 8615 9516],[1.6385361e-06 0.0011198643 0.00012086429 1.0148948e-06 0.00080181647 0.0006334666 0.00682017 0.98537594 0.0019466775 0.0006391879 0.0025392876]
1187,[398 4700],[0.0282733 0.9717268]
1188,[399 634 1830 2406 3075 3247 3706 4139 7172 8171 12021],[0.00018648339 2.7706692e-05 0.00088312343 0.18453558 0.32083598 0.040183093 6.687005e-06 0.001744042 0.00053502957 0.45019135 0.00087098917]
1189,[399 952 1014 1226 5104 5703 5793 6644 8618 9962 11076],[0.0011358121 0.00037062084 0.00062952837 6.0691018e-05 0.00039064008 0.0003578918 0.4774208 0.0006979117 0.38802564 0.13013193 0.0007785285]
1190,[400 713 1043 1613 8579],[0.00034793516 3.1765336e-05 0.00017021556 0.0018866812 0.99756336]
1191,[401 2453 4854 6652 8606 10320],[6.212358e-05 0.00014167937 0.038979985 0.03987388 0.92091566 2.6627822e-05]
1192,[401 1931 3796 5644 8018 11250 11363 12142],[0.00013590614 0.0132372435 0.9647462 0.019870546 0.0003673216 2.249712e-05 0.00015116396 0.001469131]
1193,[401 536 692 796 873 881 1314 1454 2245 2268 3004 3322 5264 5300 5599 6807 7958 9455 9723 10759],[4.6483183e-06 8.490288e-07 6.508355e-08 4.934662e-07 1.8748415e-07 2.7755025e-08 9.675615e-07 1.078206e-07 7.411657e-05 0.00061749556 1.0575171e-05 7.5931557e-06 8.214971e-07 4.0130915e-05 9.30868e-06 0.99823534 2.2575502e-06 0.00074937363 0.00024530286 2.4271603e-07]
1194,[401 1897 1933 2226 4753 4854 5228 5497 8233 9043 10755 10844],[7.7089265e-07 2.00978e-05 1.2457319e-07 2.6196205e-05 0.012344644 0.9766219 8.944311e-05 0.00048380974 0.005885314 0.0012320504 0.0004250057 0.0028706826]
1195,[403 2079 2105 2169 2539 2686 3524 3797 4771 5041 5847 6598 7308 8011 8280 8506 10324 10679 10988 11090 11303 11838 11914 12025 12183],[4.2873847e-09 9.507507e-07 1.2521834e-07 2.480528e-06 1.6628444e-05 9.695692e-07 0.0044247005 6.07396e-06 1.1620343e-05 1.5542902e-05 6.393561e-07 2.6003893e-06 3.039837e-05 4.246088e-05 6.879775e-07 0.9947805 0.000644492 2.0207027e-07 7.6312645e-08 5.122969e-06 1.1891556e-05 1.5707208e-08 4.1034883e-07 1.4284564e-06 5.0672067e-08]
1196,[403 477 982 1507 2120 3681 3896 3918 5529 6576 7133 8539 8932 9309 9434 9774 9884 9971 10243 10353 10429 10554 10637 10925 11250 11611 11753 11838],[7.0198334e-06 9.45551e-08 1.9636724e-08 6.5966395e-07 0.00036853348 0.0002650937 8.813198e-05 0.0035519109 0.00020282045 0.023138296 0.8943232 0.0061545526 2.8832827e-05 0.004840077 0.020186797 0.008556967 0.015462426 2.908436e-05 9.6876465e-06 1.8051262e-05 0.00027176767 0.0006861746 5.04009e-05 1.2926955e-06 0.021672644 4.7911686e-05 2.9244147e-05 8.273681e-06]
1197,[403 1204 4159 4700 5967 8375 9655 11070 11127 12172],[0.005447246 0.00012916859 0.036169015 0.022291798 0.11948825 0.2812856 0.52183664 0.002483385 0.0060513066 0.0048175566]
1198,[404 10970],[0.012959769 0.9870402]
1199,[404 11656],[0.25992227 0.74007773]
1200,[404 1405 5575 6965 7794 9449],[5.045288e-06 5.9688806e-05 0.8931831 0.09703083 0.005886236 0.0038351486]
1201,[404 6574 7794],[1.5085867e-06 1.7950064e-05 0.99998057]
1202,[405 409 488 1707 1758 1945 2013 2517 2576 3151 3400 4073 4405 5750 5776 6612 6850 7111 7481 7550 8354 9798 9880 10051 10481 10587 10755 11325 11416 11452 11806 12090 12245 12265],[3.2925388e-07 7.605484e-07 6.1980447e-09 5.247761e-07 0.00014124482 4.721069e-05 2.5685371e-05 5.543354e-05 0.0015926266 0.00023261708 0.00065536273 0.01388648 0.06233527 0.001521369 0.102664165 0.19570464 8.200027e-05 0.13441916 2.5569549e-05 0.26617327 0.08351777 0.00010741272 0.1283783 0.008295764 2.0684656e-06 2.2196498e-06 6.5932904e-06 5.0902694e-05 5.8705707e-05 4.306733e-08 5.4762936e-06 1.0795669e-05 1.3812308e-07 7.557335e-08]
1203,[405 674 1707 1727 1758 1828 2370 2914 3017 3400 3489 3801 4520 5174 6143 6555 6691 6841 8394 8752 9153 9885 10108 10399 11530 11711 12109 12123 12259],[7.59507e-09 3.6444206e-08 1.281193e-07 1.5863203e-06 9.0311785e-09 0.9708874 0.00423806 0.0035404912 2.3209056e-07 8.259919e-06 3.7967102e-06 1.1413079e-05 5.215881e-05 0.0010061912 0.010731831 0.00018773314 0.000112907306 0.007727538 6.2935644e-05 0.00044488523 0.0009538436 4.4169597e-06 5.518415e-06 2.523851e-06 2.8499956e-06 8.24069e-06 4.5318325e-06 2.145053e-08 3.0696958e-07]
1204,[406 596 1083 1096 1290 1927 2970 4256 4940 6390 10863 11305],[0.009738051 0.0002006698 0.00020555692 0.00013669871 0.0011786076 0.0020240392 0.00031078808 0.0014880458 0.00013768495 0.074446194 0.89622027 0.013913434]
1205,[406 3741 5648 6795 7501],[5.9853477e-07 0.00033349893 0.08288531 0.8701334 0.04664723]
1206,[407 476 978 3305 3857 8188],[8.9302164e-05 4.6344685e-05 0.00023912746 0.004967336 0.2823026 0.71235526]
1207,[407 476 978 3857 6510 9732],[0.0084045855 0.005007597 0.0019148232 0.008229852 0.854691 0.12175218]
1208,[407 2059 3544 3857 4330 10133 10502 12048],[0.004769054 0.03839095 0.8770612 0.011078583 0.009654051 0.05339635 0.0041183485 0.001531409]
1209,[408 5774 5869 6307 7649 10398],[3.78268e-06 0.17214356 0.31231353 0.03190628 0.48340845 0.0002244233]
1210,[408 757 1118 1122 1150 1974 2038 2415 2778 2908 3423 4237 4928 5608 5709 6216 8137 9444 9616 10748 10931 11187 11614 12177],[2.0968926e-08 3.2964178e-07 3.8907522e-10 6.0789906e-09 2.3709605e-09 0.00019879547 1.5496224e-06 5.0280028e-06 3.7637732e-05 1.0748144e-05 3.9307875e-07 0.00010156017 0.0018830932 3.2808384e-06 4.2619336e-05 0.99763703 6.546264e-05 3.4234347e-06 6.0054504e-06 5.0648356e-07 2.4223138e-07 1.5350212e-06 7.8066955e-07 1.6009167e-08]
1211,[408 415 438 793 1372 1946 3628 5145 10676 11057 12213],[0.00019451117 0.00017261379 0.0029783745 0.00041637034 0.0031582592 0.042104565 0.36361104 0.4824401 0.032749753 0.06901945 0.0031549705]
1212,[409 3848 3873 4125 5341 5520 8543 8688 8813 11749 11770],[1.8429495e-05 0.00044611207 9.599209e-05 0.0008066237 4.6065762e-07 0.99652964 0.00010880088 0.0016870971 2.3920426e-05 0.00028072763 2.2180036e-06]
1213,[410],[1.0]
1214,[410 1512],[0.07939593 0.9206041]
1215,[411 3297 3439 8926 10557],[0.0044957176 0.4337821 0.0034474107 0.50934416 0.048930597]
1216,[412 3601 7481 10278 10324 10404],[0.00011719495 0.0016008534 0.11233353 0.0002371337 0.00043581097 0.8852754]
1217,[412 1427 2940 3004 3362 4771 5857 12348],[2.749178e-05 0.00054168253 0.0006021657 0.026798064 0.0010499246 0.006209677 0.96428007 0.0004909142]
1218,[413 1080 1460 7710 9042 10943],[0.00010622967 8.8318215e-05 0.00091255625 0.7712603 0.22642004 0.0012125049]
1219,[413 1286 4543 4592 4967 5546 6164 7659 8361 11357],[3.1708562e-06 3.2513117e-06 0.45077556 0.066392325 0.022750467 0.0023316469 0.45291117 0.0031648008 0.0004227093 0.0012448579]
1220,[413 2385],[0.93289846 0.06710152]
1221,[414 493],[0.80305684 0.19694322]
1222,[414 6896],[0.015266662 0.9847334]
1223,[415 790 1059 1159 1500 6964 8493 10313],[8.5455766e-05 6.606347e-06 4.0051336e-06 0.0010416185 0.0004431474 0.99784803 0.00056855445 2.5236607e-06]
1224,[415 591 808 822 922 940 964 997 1653 2800 3334 3353 5742 6916 8110 9207 9766 9962 11280 11324 11903 12040 12100 12151],[0.021363884 8.376423e-05 0.0003721279 0.00031158805 0.0002332276 0.0001120512 3.5710684e-05 8.198552e-05 0.0017241259 0.00012796307 0.007041477 0.018544544 0.011503104 0.047004063 0.03641224 0.045830235 0.12502535 0.006266799 0.0034974753 0.0003150764 0.0025204862 0.0032596076 1.8204295e-06 0.6683314]
1225,[416 773 775 1272 1901 1945 2386 2552 2794 3154 4234 4680 9451 9668 11270 11428 11690 12191],[0.00013486177 3.6758353e-05 9.718125e-06 0.0029470664 0.016626975 0.0009381357 0.7933417 0.00020674455 0.00019435934 0.008063377 0.005252056 0.0055948864 5.4046428e-05 0.16117007 0.0024403294 0.00035402135 0.0022551927 0.00037973197]
1226,[417],[1.0]
1227,[417 3698 4709 7512 8676 10896],[2.5499228e-05 0.0033606603 1.8083961e-06 0.62898856 0.36742288 0.00020056829]
1228,[418 478 992 1995 2146 2505 4168 4625 6955 12164],[0.00044518197 0.08238125 9.970519e-05 0.008308624 0.0020937189 1.733051e-05 0.0032305117 0.21518935 0.6881178 0.000116554846]
1229,[419 2530],[0.034671098 0.96532893]
1230,[419 804 4098 4974],[0.042039514 0.2237935 0.021235924 0.7129311]
1231,[419 4098 4974],[0.00046548093 0.99498403 0.004550575]
1232,[420 2112 4214 5932 10938],[0.00048916653 0.036356658 0.010627719 0.95198053 0.00054586836]
1233,[420 1512 2898 5591 6165],[3.2457283e-06 0.0012953765 0.0041437736 0.99393916 0.0006183547]
1234,[420 5343],[0.0032332144 0.9967668]
1235,[421],[1.0]
1236,[421 11991],[0.5137743 0.4862257]
1237,[421 453 671 864 941 1186 1245 1360 1588 1627 2687 2706 2773 4558 4754 6894 10119 10971 11849 12028 12078 12201],[0.00012262618 8.649703e-05 0.0016317655 0.00013169702 0.00015539449 0.0006091813 0.001828277 0.03177353 0.0026502681 0.0038367235 0.002794965 0.107579894 0.100809805 0.01516101 0.22467238 0.011992449 0.38741794 0.03032986 0.06903726 0.0027207143 0.003714919 0.0009429283]
1238,[422 2097 3860 4633 7344 11000 12032],[0.00026146142 0.08617784 0.0004071335 0.15045308 0.73832405 0.00021704688 0.024159396]
1239,[422 864 1353 2097 4620 6484 6564 10381 10823 11507 12032],[2.8696231e-06 3.629777e-07 0.000570379 0.004659051 0.026980199 0.24254754 0.7240124 6.575009e-05 0.00015650109 0.000916492 8.8502755e-05]
1240,[422 1439 2097 4003 11353 11801 12032],[0.003063099 0.0033212563 0.27677375 0.0030785545 0.13730781 0.5578885 0.018566946]
1241,[422 3091 5226],[0.00013828171 0.09748872 0.90237296]
1242,[423 990 2078 3475],[0.0019389752 0.006853255 0.96296877 0.028238995]
1243,[423 729 1016 1466 1621 2446 2851 3260 8889 9766],[0.0006118563 0.00031659726 0.00010028969 3.5095945e-05 0.0029999437 0.0010788108 0.080423236 0.014596839 0.039845813 0.8599915]
1244,[424 650 1018 1882 3045 3838 5094 5334 5888 6243 6838 7206 7222 7228 7626 8154 10801 10852 10867 10876 11539],[3.90616e-08 4.741904e-08 1.5787529e-07 0.0001976255 5.3321044e-05 3.8075204e-06 2.030394e-05 0.3068211 0.00079595024 0.00012620146 3.5588896e-06 0.34483042 1.0569369e-05 0.3433973 0.00063533196 0.0013939798 7.987085e-06 0.0016692745 4.2259394e-06 1.1101768e-06 2.764495e-05]
1245,[424 2967 4430 10686 10867],[0.0006781221 0.10028506 0.80496174 0.09193986 0.0021351932]
1246,[425 1714 4450 11447 11587],[0.0006443733 0.024272237 0.9581794 0.016296241 0.0006077874]
1247,[425 1714 11447],[0.0040106797 0.029817777 0.96617156]
1248,[425 1714 11447],[0.38575345 0.13621183 0.47803473]
1249,[425 1714 7795 9445 10011 11447],[8.833586e-06 2.8795028e-05 0.015792964 0.94073826 0.043389913 4.124764e-05]
1250,[425 1342 1714 11447],[0.28823164 0.35982788 0.20932394 0.14261657]
1251,[426 4316 4391 4755 5268 6400 11359],[4.643714e-06 0.00081800367 0.0009686604 0.0020512838 0.7257095 0.2659414 0.0045065265]
1252,[426 1008 4963 5812 7430 7663 8888 9120 9929 10644 11480],[5.4342934e-07 2.1207899e-07 0.00032088134 0.15428826 0.82501084 0.004800387 0.0031004096 0.010957316 0.00078611367 2.5828936e-05 0.000709136]
1253,[426 1333 2281 2918 3411 3647 4278 5739 6015 6045 6210 6516 6841 7407 7527 8009 8527 9764 9955 10566 10642 12351],[1.02703865e-07 8.586922e-09 0.000101753474 4.399178e-06 1.9375905e-07 0.00014499993 0.04146151 1.6864238e-05 0.00059366005 0.94163686 7.161617e-06 1.4643418e-06 0.01133487 2.241213e-08 0.00017978385 2.0594163e-08 2.307919e-05 0.0044932165 9.0147365e-09 2.3070836e-08 6.172577e-09 1.0258908e-08]
1254,[426 6748 7663],[0.00073791214 0.9027726 0.09648952]
1255,[426 4159],[0.15777545 0.84222454]
1256,[427 2706 3800 7296 11943],[1.4413657e-06 0.98589003 0.00025950745 0.013842082 6.9893294e-06]
1257,[427 1606 5523 10495],[0.06599501 0.021069769 0.074309774 0.8386255]
1258,[427 861 877 1694 3430 3661 3770 4347 6332 11132],[3.184801e-07 4.7666636e-06 1.3891455e-06 1.6821787e-05 8.13949e-06 9.572698e-06 2.399616e-05 3.327682e-05 0.9998945 7.1113564e-06]
1259,[427 787 1365 1607 2847 7016 7401 8253 9137 9517 10477],[2.6310129e-06 2.683427e-06 6.8020936e-06 5.9350305e-06 0.00022191745 0.9746585 0.0013016072 0.0011443885 0.017220806 0.004316635 0.00111805]
1260,[427 852],[0.29815248 0.70184755]
1261,[428],[1.0]
1262,[428 6025 9931],[1.2149363e-07 0.990225 0.009774918]
1263,[429 734 1201 2330 3319 9318 10723],[0.00079056126 0.0012966137 0.00049649115 0.075132 0.010248528 0.86332875 0.048706986]
1264,[429 1212 1315 2396 2703 2791 3117 3182 3627 5014 6209 6821 8806 8840 10159 12282],[3.350106e-05 5.2015307e-06 0.00057987665 0.0036205777 0.0077066403 0.2280796 0.32299584 0.00024366823 0.15504836 0.05487877 0.08318431 0.100638285 0.0033443652 0.02782634 0.011308686 0.000505924]
1265,[430],[1.0]
1266,[431 906 1824 1898 1973 2740 2880 3233 3742 5938 10157 10206 10933 11803],[0.00013082582 0.00017513258 0.0040622097 0.11048986 0.015492519 0.04462984 0.055672396 0.10427301 0.56252146 0.09684418 0.00096916565 0.0040714266 0.0003583028 0.0003097297]
1267,[431 1364 1717 2058 4731 8584 10337 11018 12307],[0.00017571542 0.0033622324 9.906901e-05 0.012310416 0.39448336 0.063711025 0.517701 0.00349464 0.004662576]
1268,[431 1052 1352 6504 8683],[1.0024233e-06 0.00080467097 0.0002972168 0.99669826 0.00219888]
1269,[433 1054 1356 1476 2114 2718 2969 4318 4320 9131 11091 11704 12227],[0.00015643206 2.2394718e-06 0.00069537293 2.6445912e-07 0.014947179 0.04476624 0.028926546 0.28613266 0.02484956 0.59548897 8.9681234e-05 0.0034535537 0.0004912817]
1270,[433 6059],[0.00020542895 0.99979454]
1271,[433 4270 4966 5924 6130 7876 8583],[1.1066849e-06 6.344959e-05 0.001297762 0.004079203 0.96697795 0.012695529 0.014884997]
1272,[433 823 1864 2114 2969 3165 3930 4038 4918 4966 5221 6622 7462 7536 8467 9131 9294 9376 9623 9916 10214 11451 12227],[7.4684857e-07 8.0614154e-07 0.01176306 0.019897502 0.0076589044 0.000436844 0.00030668324 0.08017199 0.0033725381 0.004517437 0.008298726 0.0062764147 0.018069576 0.011758019 0.74909353 0.024497593 0.033337828 0.015349746 0.004876367 9.3975024e-05 2.1717419e-07 0.00019364852 2.782807e-05]
1273,[433 2114 9131],[1.9191579e-05 0.00024761475 0.99973315]
1274,[434 481 703 1495 3493 9645 11921],[0.0034638077 0.0303796 0.002145093 0.0046315454 0.32493088 0.48325184 0.15119727]
1275,[435 914 2577 4094 10536 11989 12165],[6.292914e-05 7.231076e-05 0.072437525 0.80572695 0.085407265 0.012202966 0.024089979]
1276,[435 1004 1009 1042 1055 1076 1094 1155 1194 1372 1985 2609 4373 4386 7558 8317 8810 10633],[0.03208746 0.013685476 0.052538082 0.011717295 0.023748629 0.026940977 0.01658292 0.016499083 0.011503159 0.013494585 0.08876 0.07421098 0.42467478 0.09682665 0.019428201 0.03346837 0.0043404466 0.03949282]
1277,[436 4166 4425 4701 8937 10757],[0.004507012 0.04340405 0.0047902963 0.70386887 0.13896513 0.104464665]
1278,[436 474 781 831 937 975 979 1182 1897 2386 2564 2743 6200 8160 10125 10350 10582 10872 11207 11937],[2.1986902e-05 3.0378098e-06 2.2289119e-07 4.1827508e-07 3.4327693e-06 9.0194783e-07 1.3973012e-06 2.5392274e-07 1.8461913e-05 3.331744e-05 6.671032e-05 0.025155863 0.879836 0.00010224688 0.0023197816 0.0014649633 0.085037746 0.0052138674 0.00067705923 4.2351407e-05]
1279,[436 12214],[0.15371305 0.84628695]
1280,[436 5418],[0.0066462737 0.9933537]
1281,[437 1413 1453 1687 1718 1942 3088 8804 10197 10468 10707 11372 11477 11651 11912 12167 12297],[0.0041990206 0.14469865 0.0010513552 0.029880408 0.01594672 7.2022085e-05 0.17075458 0.018341817 0.29110324 0.0046894858 0.079057954 0.0047511486 0.15477143 0.00084293575 8.910511e-05 0.072727 0.0070231217]
1282,[437 811 1413 1687 1718 12167],[0.002856542 0.44078428 0.04327539 0.05142201 0.07361968 0.38804203]
1283,[437 1413 1687 1718 4248 6964 9893],[2.3867815e-06 1.4966091e-05 5.2012452e-05 0.0002779117 0.85945874 0.09171827 0.04847565]
1284,[437 1718],[0.01735599 0.982644]
1285,[438 1018 1104 1243 1298 2695 8310 8783 9560 10553 10880 10929 11132 11152 11817 12293],[0.0012057674 0.00609213 0.0018543375 0.00028764276 0.008735866 0.004283321 0.02156846 0.048819885 0.0030764784 0.16537066 0.010839413 0.2621742 0.14517617 0.0025023844 0.31747207 0.00054120156]
1286,[438 778 943 1152 1469 2032 2350 2594 2851 3014 3060 3108 3577 4994 5126 5845 6093 8673 9444 11018 11604],[5.7406323e-06 5.448516e-06 7.8700566e-07 4.6427667e-07 2.4874485e-05 0.00011584629 0.0003001164 0.0016788743 0.0015100411 0.008476907 0.004681759 0.00021742424 2.356163e-05 0.020050569 0.0004062932 0.91077477 0.006086972 0.0034035568 0.00036549376 0.04185099 1.9550516e-05]
1287,[439 1005 1051 1148 2360 3308 3532 9648],[0.0012425559 0.00051314244 0.00011406325 0.0003153595 0.9968149 0.00015972256 0.0007307825 0.00010937016]
1288,[439 6801],[4.791282e-06 0.99999523]
1289,[439 5930 6786 8117],[3.0886397e-08 0.0010005487 0.99773264 0.0012667798]
1290,[440 1149 1154 1278 2449 4356 6904 8070 8357 9371 9817 11589 12341],[0.0002589815 0.0007401255 2.3757468e-05 0.02167577 0.0674529 0.4950717 0.0076453486 0.04258952 0.0019270905 0.207771 0.13716763 0.01582535 0.0018507268]
1291,[441 680 916 1113 1296 1572 4539 5364 8606 10395 10637 11242 11250 11269 11806 12037],[8.774904e-05 0.00081529707 2.960402e-05 0.00011276251 0.0003207693 0.00044569737 0.4512977 0.01100945 0.5172047 0.0016826171 7.0294122e-06 0.0062963823 0.0061923256 0.00019611583 0.00015577186 0.0041460604]
1292,[441 737 2216 10395],[0.13650052 0.0013347513 0.83777505 0.024389707]
1293,[442 730 1844 8200 10351 10742],[0.0010610241 0.00029213188 0.009591653 0.47790456 0.5111469 3.6588922e-06]
1294,[443 513 670 814 929 1052 1200 3174 3463 4188 5380 5553 5570 10312 11260 11465 11520],[3.973461e-05 0.00024965612 6.443796e-05 0.00031714392 2.194391e-05 9.799129e-06 7.4481823e-06 0.00044281592 0.0003924503 0.5626671 9.370613e-06 0.3689952 0.0634062 1.4298962e-05 1.8172303e-05 0.00026947426 0.0030747585]
1295,[443 1254 1371 1693 2328 2872 5004 6402 7340 8254 9533 11101 11174 11582 11876 11894],[2.0638373e-07 1.5548413e-07 2.0297837e-07 8.585126e-06 8.0984256e-07 2.9572652e-06 6.261743e-06 0.9999422 1.8882866e-06 2.2457742e-05 2.1390542e-06 3.0535693e-06 5.477323e-07 3.2274706e-08 1.3265239e-07 8.395071e-06]
